Id,Id2,Geography,Total,Occupied,Vacant
1000000US210670011003016,210670011003016,"Block 3016, Block Group 3, Census Tract 11, Fayette County, Kentucky",25,23,2
1000000US210670011003017,210670011003017,"Block 3017, Block Group 3, Census Tract 11, Fayette County, Kentucky",20,20,0
1000000US210670011003018,210670011003018,"Block 3018, Block Group 3, Census Tract 11, Fayette County, Kentucky",24,24,0
1000000US210670011003019,210670011003019,"Block 3019, Block Group 3, Census Tract 11, Fayette County, Kentucky",22,20,2
1000000US210670011003020,210670011003020,"Block 3020, Block Group 3, Census Tract 11, Fayette County, Kentucky",24,21,3
1000000US210670011003021,210670011003021,"Block 3021, Block Group 3, Census Tract 11, Fayette County, Kentucky",46,45,1
1000000US210670011003022,210670011003022,"Block 3022, Block Group 3, Census Tract 11, Fayette County, Kentucky",13,13,0
1000000US210670011003023,210670011003023,"Block 3023, Block Group 3, Census Tract 11, Fayette County, Kentucky",33,33,0
1000000US210670011003024,210670011003024,"Block 3024, Block Group 3, Census Tract 11, Fayette County, Kentucky",123,89,34
1000000US210670012001000,210670012001000,"Block 1000, Block Group 1, Census Tract 12, Fayette County, Kentucky",0,0,0
1000000US210670012001001,210670012001001,"Block 1001, Block Group 1, Census Tract 12, Fayette County, Kentucky",0,0,0
1000000US210670012001002,210670012001002,"Block 1002, Block Group 1, Census Tract 12, Fayette County, Kentucky",0,0,0
1000000US210670013001000,210670013001000,"Block 1000, Block Group 1, Census Tract 13, Fayette County, Kentucky",18,16,2
1000000US210670013001001,210670013001001,"Block 1001, Block Group 1, Census Tract 13, Fayette County, Kentucky",0,0,0
1000000US210670013001002,210670013001002,"Block 1002, Block Group 1, Census Tract 13, Fayette County, Kentucky",15,15,0
1000000US210670013001003,210670013001003,"Block 1003, Block Group 1, Census Tract 13, Fayette County, Kentucky",147,138,9
1000000US210670013001004,210670013001004,"Block 1004, Block Group 1, Census Tract 13, Fayette County, Kentucky",133,129,4
1000000US210670013001005,210670013001005,"Block 1005, Block Group 1, Census Tract 13, Fayette County, Kentucky",40,39,1
1000000US210670013001006,210670013001006,"Block 1006, Block Group 1, Census Tract 13, Fayette County, Kentucky",49,46,3
1000000US210670013002000,210670013002000,"Block 2000, Block Group 2, Census Tract 13, Fayette County, Kentucky",47,45,2
1000000US210670013002001,210670013002001,"Block 2001, Block Group 2, Census Tract 13, Fayette County, Kentucky",54,51,3
1000000US210670013002002,210670013002002,"Block 2002, Block Group 2, Census Tract 13, Fayette County, Kentucky",22,21,1
1000000US210670013002003,210670013002003,"Block 2003, Block Group 2, Census Tract 13, Fayette County, Kentucky",36,32,4
1000000US210670013002004,210670013002004,"Block 2004, Block Group 2, Census Tract 13, Fayette County, Kentucky",44,41,3
1000000US210670013002005,210670013002005,"Block 2005, Block Group 2, Census Tract 13, Fayette County, Kentucky",32,28,4
1000000US210670013002006,210670013002006,"Block 2006, Block Group 2, Census Tract 13, Fayette County, Kentucky",84,81,3
1000000US210670013002007,210670013002007,"Block 2007, Block Group 2, Census Tract 13, Fayette County, Kentucky",20,18,2
1000000US210670013002008,210670013002008,"Block 2008, Block Group 2, Census Tract 13, Fayette County, Kentucky",0,0,0
1000000US210670013002009,210670013002009,"Block 2009, Block Group 2, Census Tract 13, Fayette County, Kentucky",0,0,0
1000000US210670013002010,210670013002010,"Block 2010, Block Group 2, Census Tract 13, Fayette County, Kentucky",2,2,0
1000000US210670013002011,210670013002011,"Block 2011, Block Group 2, Census Tract 13, Fayette County, Kentucky",141,124,17
1000000US210670013002012,210670013002012,"Block 2012, Block Group 2, Census Tract 13, Fayette County, Kentucky",1,1,0
1000000US210670013002013,210670013002013,"Block 2013, Block Group 2, Census Tract 13, Fayette County, Kentucky",0,0,0
1000000US210670013002014,210670013002014,"Block 2014, Block Group 2, Census Tract 13, Fayette County, Kentucky",6,6,0
1000000US210670014001000,210670014001000,"Block 1000, Block Group 1, Census Tract 14, Fayette County, Kentucky",140,131,9
1000000US210670014001001,210670014001001,"Block 1001, Block Group 1, Census Tract 14, Fayette County, Kentucky",17,17,0
1000000US210670014001002,210670014001002,"Block 1002, Block Group 1, Census Tract 14, Fayette County, Kentucky",15,14,1
1000000US210670014001003,210670014001003,"Block 1003, Block Group 1, Census Tract 14, Fayette County, Kentucky",10,10,0
1000000US210670014001004,210670014001004,"Block 1004, Block Group 1, Census Tract 14, Fayette County, Kentucky",8,7,1
1000000US210670014001005,210670014001005,"Block 1005, Block Group 1, Census Tract 14, Fayette County, Kentucky",10,10,0
1000000US210670014001006,210670014001006,"Block 1006, Block Group 1, Census Tract 14, Fayette County, Kentucky",7,7,0
1000000US210670014001007,210670014001007,"Block 1007, Block Group 1, Census Tract 14, Fayette County, Kentucky",3,3,0
1000000US210670014001008,210670014001008,"Block 1008, Block Group 1, Census Tract 14, Fayette County, Kentucky",3,2,1
1000000US210670014001009,210670014001009,"Block 1009, Block Group 1, Census Tract 14, Fayette County, Kentucky",58,55,3
1000000US210670014001010,210670014001010,"Block 1010, Block Group 1, Census Tract 14, Fayette County, Kentucky",40,35,5
1000000US210670014001011,210670014001011,"Block 1011, Block Group 1, Census Tract 14, Fayette County, Kentucky",0,0,0
1000000US210670014002000,210670014002000,"Block 2000, Block Group 2, Census Tract 14, Fayette County, Kentucky",5,5,0
1000000US210670014002001,210670014002001,"Block 2001, Block Group 2, Census Tract 14, Fayette County, Kentucky",4,2,2
1000000US210670014002002,210670014002002,"Block 2002, Block Group 2, Census Tract 14, Fayette County, Kentucky",6,5,1
1000000US210670014002003,210670014002003,"Block 2003, Block Group 2, Census Tract 14, Fayette County, Kentucky",8,8,0
1000000US210670014002004,210670014002004,"Block 2004, Block Group 2, Census Tract 14, Fayette County, Kentucky",7,6,1
1000000US210670014002005,210670014002005,"Block 2005, Block Group 2, Census Tract 14, Fayette County, Kentucky",8,8,0
1000000US210670014002006,210670014002006,"Block 2006, Block Group 2, Census Tract 14, Fayette County, Kentucky",12,11,1
1000000US210670014002007,210670014002007,"Block 2007, Block Group 2, Census Tract 14, Fayette County, Kentucky",12,10,2
1000000US210670014002008,210670014002008,"Block 2008, Block Group 2, Census Tract 14, Fayette County, Kentucky",15,10,5
1000000US210670014002009,210670014002009,"Block 2009, Block Group 2, Census Tract 14, Fayette County, Kentucky",20,19,1
1000000US210670014002010,210670014002010,"Block 2010, Block Group 2, Census Tract 14, Fayette County, Kentucky",6,4,2
1000000US210670014002011,210670014002011,"Block 2011, Block Group 2, Census Tract 14, Fayette County, Kentucky",9,9,0
1000000US210670014002012,210670014002012,"Block 2012, Block Group 2, Census Tract 14, Fayette County, Kentucky",10,9,1
1000000US210670014002013,210670014002013,"Block 2013, Block Group 2, Census Tract 14, Fayette County, Kentucky",6,4,2
1000000US210670014002014,210670014002014,"Block 2014, Block Group 2, Census Tract 14, Fayette County, Kentucky",51,42,9
1000000US210670014002015,210670014002015,"Block 2015, Block Group 2, Census Tract 14, Fayette County, Kentucky",47,46,1
1000000US210670014003000,210670014003000,"Block 3000, Block Group 3, Census Tract 14, Fayette County, Kentucky",48,47,1
1000000US210670014003001,210670014003001,"Block 3001, Block Group 3, Census Tract 14, Fayette County, Kentucky",36,28,8
1000000US210670014003002,210670014003002,"Block 3002, Block Group 3, Census Tract 14, Fayette County, Kentucky",45,36,9
1000000US210670014003003,210670014003003,"Block 3003, Block Group 3, Census Tract 14, Fayette County, Kentucky",68,61,7
1000000US210670014003004,210670014003004,"Block 3004, Block Group 3, Census Tract 14, Fayette County, Kentucky",44,42,2
1000000US210670014003005,210670014003005,"Block 3005, Block Group 3, Census Tract 14, Fayette County, Kentucky",53,47,6
1000000US210670014003006,210670014003006,"Block 3006, Block Group 3, Census Tract 14, Fayette County, Kentucky",55,48,7
1000000US210670014004000,210670014004000,"Block 4000, Block Group 4, Census Tract 14, Fayette County, Kentucky",12,11,1
1000000US210670014004001,210670014004001,"Block 4001, Block Group 4, Census Tract 14, Fayette County, Kentucky",41,35,6
1000000US210670014004002,210670014004002,"Block 4002, Block Group 4, Census Tract 14, Fayette County, Kentucky",13,12,1
1000000US210670014004003,210670014004003,"Block 4003, Block Group 4, Census Tract 14, Fayette County, Kentucky",44,38,6
1000000US210670014004004,210670014004004,"Block 4004, Block Group 4, Census Tract 14, Fayette County, Kentucky",1,1,0
1000000US210670014004005,210670014004005,"Block 4005, Block Group 4, Census Tract 14, Fayette County, Kentucky",81,74,7
1000000US210670014004006,210670014004006,"Block 4006, Block Group 4, Census Tract 14, Fayette County, Kentucky",41,39,2
1000000US210670014004007,210670014004007,"Block 4007, Block Group 4, Census Tract 14, Fayette County, Kentucky",16,15,1
1000000US210670014004008,210670014004008,"Block 4008, Block Group 4, Census Tract 14, Fayette County, Kentucky",37,36,1
1000000US210670015001000,210670015001000,"Block 1000, Block Group 1, Census Tract 15, Fayette County, Kentucky",40,40,0
1000000US210670015001001,210670015001001,"Block 1001, Block Group 1, Census Tract 15, Fayette County, Kentucky",88,86,2
1000000US210670015001002,210670015001002,"Block 1002, Block Group 1, Census Tract 15, Fayette County, Kentucky",34,34,0
1000000US210670015001003,210670015001003,"Block 1003, Block Group 1, Census Tract 15, Fayette County, Kentucky",53,52,1
1000000US210670015001004,210670015001004,"Block 1004, Block Group 1, Census Tract 15, Fayette County, Kentucky",44,40,4
1000000US210670015001005,210670015001005,"Block 1005, Block Group 1, Census Tract 15, Fayette County, Kentucky",86,82,4
1000000US210670015001006,210670015001006,"Block 1006, Block Group 1, Census Tract 15, Fayette County, Kentucky",46,46,0
1000000US210670015002000,210670015002000,"Block 2000, Block Group 2, Census Tract 15, Fayette County, Kentucky",142,135,7
1000000US210670015002001,210670015002001,"Block 2001, Block Group 2, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015002002,210670015002002,"Block 2002, Block Group 2, Census Tract 15, Fayette County, Kentucky",46,41,5
1000000US210670015002003,210670015002003,"Block 2003, Block Group 2, Census Tract 15, Fayette County, Kentucky",89,87,2
1000000US210670015002004,210670015002004,"Block 2004, Block Group 2, Census Tract 15, Fayette County, Kentucky",27,26,1
1000000US210670015002005,210670015002005,"Block 2005, Block Group 2, Census Tract 15, Fayette County, Kentucky",32,31,1
1000000US210670015002006,210670015002006,"Block 2006, Block Group 2, Census Tract 15, Fayette County, Kentucky",55,54,1
1000000US210670015002007,210670015002007,"Block 2007, Block Group 2, Census Tract 15, Fayette County, Kentucky",49,45,4
1000000US210670015003000,210670015003000,"Block 3000, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003001,210670015003001,"Block 3001, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003002,210670015003002,"Block 3002, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003003,210670015003003,"Block 3003, Block Group 3, Census Tract 15, Fayette County, Kentucky",3,3,0
1000000US210670015003004,210670015003004,"Block 3004, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003005,210670015003005,"Block 3005, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003006,210670015003006,"Block 3006, Block Group 3, Census Tract 15, Fayette County, Kentucky",3,3,0
1000000US210670015003007,210670015003007,"Block 3007, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670015003008,210670015003008,"Block 3008, Block Group 3, Census Tract 15, Fayette County, Kentucky",73,73,0
1000000US210670015003009,210670015003009,"Block 3009, Block Group 3, Census Tract 15, Fayette County, Kentucky",0,0,0
1000000US210670016001000,210670016001000,"Block 1000, Block Group 1, Census Tract 16, Fayette County, Kentucky",544,510,34
1000000US210670016001001,210670016001001,"Block 1001, Block Group 1, Census Tract 16, Fayette County, Kentucky",0,0,0
1000000US210670016001002,210670016001002,"Block 1002, Block Group 1, Census Tract 16, Fayette County, Kentucky",31,30,1
1000000US210670016001003,210670016001003,"Block 1003, Block Group 1, Census Tract 16, Fayette County, Kentucky",60,55,5
1000000US210670016001004,210670016001004,"Block 1004, Block Group 1, Census Tract 16, Fayette County, Kentucky",65,63,2
1000000US210670016001005,210670016001005,"Block 1005, Block Group 1, Census Tract 16, Fayette County, Kentucky",35,34,1
1000000US210670016001006,210670016001006,"Block 1006, Block Group 1, Census Tract 16, Fayette County, Kentucky",36,35,1
1000000US210670016001007,210670016001007,"Block 1007, Block Group 1, Census Tract 16, Fayette County, Kentucky",13,13,0
1000000US210670016002000,210670016002000,"Block 2000, Block Group 2, Census Tract 16, Fayette County, Kentucky",0,0,0
1000000US210670016002001,210670016002001,"Block 2001, Block Group 2, Census Tract 16, Fayette County, Kentucky",4,4,0
1000000US210670016002002,210670016002002,"Block 2002, Block Group 2, Census Tract 16, Fayette County, Kentucky",9,9,0
1000000US210670016002003,210670016002003,"Block 2003, Block Group 2, Census Tract 16, Fayette County, Kentucky",29,29,0
1000000US210670016002004,210670016002004,"Block 2004, Block Group 2, Census Tract 16, Fayette County, Kentucky",64,58,6
1000000US210670016002005,210670016002005,"Block 2005, Block Group 2, Census Tract 16, Fayette County, Kentucky",26,24,2
1000000US210670016002006,210670016002006,"Block 2006, Block Group 2, Census Tract 16, Fayette County, Kentucky",1,1,0
1000000US210670016002007,210670016002007,"Block 2007, Block Group 2, Census Tract 16, Fayette County, Kentucky",53,52,1
1000000US210670016002008,210670016002008,"Block 2008, Block Group 2, Census Tract 16, Fayette County, Kentucky",27,24,3
1000000US210670016002009,210670016002009,"Block 2009, Block Group 2, Census Tract 16, Fayette County, Kentucky",26,23,3
1000000US210670016002010,210670016002010,"Block 2010, Block Group 2, Census Tract 16, Fayette County, Kentucky",37,34,3
1000000US210670016002011,210670016002011,"Block 2011, Block Group 2, Census Tract 16, Fayette County, Kentucky",53,52,1
1000000US210670016002012,210670016002012,"Block 2012, Block Group 2, Census Tract 16, Fayette County, Kentucky",14,13,1
1000000US210670016002013,210670016002013,"Block 2013, Block Group 2, Census Tract 16, Fayette County, Kentucky",1,1,0
1000000US210670016002014,210670016002014,"Block 2014, Block Group 2, Census Tract 16, Fayette County, Kentucky",0,0,0
1000000US210670016002015,210670016002015,"Block 2015, Block Group 2, Census Tract 16, Fayette County, Kentucky",0,0,0
1000000US210670016002016,210670016002016,"Block 2016, Block Group 2, Census Tract 16, Fayette County, Kentucky",19,19,0
1000000US210670016002017,210670016002017,"Block 2017, Block Group 2, Census Tract 16, Fayette County, Kentucky",23,21,2
1000000US210670016002018,210670016002018,"Block 2018, Block Group 2, Census Tract 16, Fayette County, Kentucky",29,28,1
1000000US210670017001000,210670017001000,"Block 1000, Block Group 1, Census Tract 17, Fayette County, Kentucky",47,47,0
1000000US210670017001001,210670017001001,"Block 1001, Block Group 1, Census Tract 17, Fayette County, Kentucky",51,49,2
1000000US210670017001002,210670017001002,"Block 1002, Block Group 1, Census Tract 17, Fayette County, Kentucky",47,45,2
1000000US210670017001003,210670017001003,"Block 1003, Block Group 1, Census Tract 17, Fayette County, Kentucky",50,49,1
1000000US210670017001004,210670017001004,"Block 1004, Block Group 1, Census Tract 17, Fayette County, Kentucky",30,30,0
1000000US210670017001005,210670017001005,"Block 1005, Block Group 1, Census Tract 17, Fayette County, Kentucky",16,15,1
1000000US210670017001006,210670017001006,"Block 1006, Block Group 1, Census Tract 17, Fayette County, Kentucky",20,19,1
1000000US210670017001007,210670017001007,"Block 1007, Block Group 1, Census Tract 17, Fayette County, Kentucky",19,19,0
1000000US210670017001008,210670017001008,"Block 1008, Block Group 1, Census Tract 17, Fayette County, Kentucky",16,15,1
1000000US210670017002000,210670017002000,"Block 2000, Block Group 2, Census Tract 17, Fayette County, Kentucky",137,130,7
1000000US210670017002001,210670017002001,"Block 2001, Block Group 2, Census Tract 17, Fayette County, Kentucky",87,83,4
1000000US210670017002002,210670017002002,"Block 2002, Block Group 2, Census Tract 17, Fayette County, Kentucky",40,35,5
1000000US210670017002003,210670017002003,"Block 2003, Block Group 2, Census Tract 17, Fayette County, Kentucky",80,77,3
1000000US210670017002004,210670017002004,"Block 2004, Block Group 2, Census Tract 17, Fayette County, Kentucky",58,56,2
1000000US210670017002005,210670017002005,"Block 2005, Block Group 2, Census Tract 17, Fayette County, Kentucky",0,0,0
1000000US210670017003000,210670017003000,"Block 3000, Block Group 3, Census Tract 17, Fayette County, Kentucky",127,112,15
1000000US210670017003001,210670017003001,"Block 3001, Block Group 3, Census Tract 17, Fayette County, Kentucky",42,40,2
1000000US210670017003002,210670017003002,"Block 3002, Block Group 3, Census Tract 17, Fayette County, Kentucky",60,60,0
1000000US210670017003003,210670017003003,"Block 3003, Block Group 3, Census Tract 17, Fayette County, Kentucky",63,60,3
1000000US210670017003004,210670017003004,"Block 3004, Block Group 3, Census Tract 17, Fayette County, Kentucky",58,58,0
1000000US210670017003005,210670017003005,"Block 3005, Block Group 3, Census Tract 17, Fayette County, Kentucky",54,53,1
1000000US210670017003006,210670017003006,"Block 3006, Block Group 3, Census Tract 17, Fayette County, Kentucky",51,47,4
1000000US210670018001000,210670018001000,"Block 1000, Block Group 1, Census Tract 18, Fayette County, Kentucky",22,22,0
1000000US210670018001001,210670018001001,"Block 1001, Block Group 1, Census Tract 18, Fayette County, Kentucky",124,118,6
1000000US210670018001002,210670018001002,"Block 1002, Block Group 1, Census Tract 18, Fayette County, Kentucky",26,22,4
1000000US210670018001003,210670018001003,"Block 1003, Block Group 1, Census Tract 18, Fayette County, Kentucky",153,150,3
1000000US210670018001004,210670018001004,"Block 1004, Block Group 1, Census Tract 18, Fayette County, Kentucky",105,99,6
1000000US210670018001005,210670018001005,"Block 1005, Block Group 1, Census Tract 18, Fayette County, Kentucky",67,64,3
1000000US210670018001006,210670018001006,"Block 1006, Block Group 1, Census Tract 18, Fayette County, Kentucky",71,65,6
1000000US210670018001007,210670018001007,"Block 1007, Block Group 1, Census Tract 18, Fayette County, Kentucky",28,28,0
1000000US210670018001008,210670018001008,"Block 1008, Block Group 1, Census Tract 18, Fayette County, Kentucky",30,27,3
1000000US210670018001009,210670018001009,"Block 1009, Block Group 1, Census Tract 18, Fayette County, Kentucky",37,30,7
1000000US210670018001010,210670018001010,"Block 1010, Block Group 1, Census Tract 18, Fayette County, Kentucky",35,33,2
1000000US210670018002000,210670018002000,"Block 2000, Block Group 2, Census Tract 18, Fayette County, Kentucky",0,0,0
1000000US210670018002001,210670018002001,"Block 2001, Block Group 2, Census Tract 18, Fayette County, Kentucky",417,383,34
1000000US210670018002002,210670018002002,"Block 2002, Block Group 2, Census Tract 18, Fayette County, Kentucky",11,11,0
1000000US210670018002003,210670018002003,"Block 2003, Block Group 2, Census Tract 18, Fayette County, Kentucky",14,13,1
1000000US210670018002004,210670018002004,"Block 2004, Block Group 2, Census Tract 18, Fayette County, Kentucky",39,38,1
1000000US210670018003000,210670018003000,"Block 3000, Block Group 3, Census Tract 18, Fayette County, Kentucky",0,0,0
1000000US210670018003001,210670018003001,"Block 3001, Block Group 3, Census Tract 18, Fayette County, Kentucky",4,4,0
1000000US210670018003002,210670018003002,"Block 3002, Block Group 3, Census Tract 18, Fayette County, Kentucky",8,7,1
1000000US210670018003003,210670018003003,"Block 3003, Block Group 3, Census Tract 18, Fayette County, Kentucky",111,94,17
1000000US210670018003004,210670018003004,"Block 3004, Block Group 3, Census Tract 18, Fayette County, Kentucky",14,12,2
1000000US210670018003005,210670018003005,"Block 3005, Block Group 3, Census Tract 18, Fayette County, Kentucky",2,2,0
1000000US210670018003006,210670018003006,"Block 3006, Block Group 3, Census Tract 18, Fayette County, Kentucky",150,143,7
1000000US210670018003007,210670018003007,"Block 3007, Block Group 3, Census Tract 18, Fayette County, Kentucky",0,0,0
1000000US210670019001000,210670019001000,"Block 1000, Block Group 1, Census Tract 19, Fayette County, Kentucky",29,26,3
1000000US210670019001001,210670019001001,"Block 1001, Block Group 1, Census Tract 19, Fayette County, Kentucky",1239,1151,88
1000000US210670019001002,210670019001002,"Block 1002, Block Group 1, Census Tract 19, Fayette County, Kentucky",16,16,0
1000000US210670019001003,210670019001003,"Block 1003, Block Group 1, Census Tract 19, Fayette County, Kentucky",14,13,1
1000000US210670019001004,210670019001004,"Block 1004, Block Group 1, Census Tract 19, Fayette County, Kentucky",20,19,1
1000000US210670019001005,210670019001005,"Block 1005, Block Group 1, Census Tract 19, Fayette County, Kentucky",29,29,0
1000000US210670019001006,210670019001006,"Block 1006, Block Group 1, Census Tract 19, Fayette County, Kentucky",5,5,0
1000000US210670019001007,210670019001007,"Block 1007, Block Group 1, Census Tract 19, Fayette County, Kentucky",57,51,6
1000000US210670019001008,210670019001008,"Block 1008, Block Group 1, Census Tract 19, Fayette County, Kentucky",28,28,0
1000000US210670019001009,210670019001009,"Block 1009, Block Group 1, Census Tract 19, Fayette County, Kentucky",29,27,2
1000000US210670019001010,210670019001010,"Block 1010, Block Group 1, Census Tract 19, Fayette County, Kentucky",32,32,0
1000000US210670019001011,210670019001011,"Block 1011, Block Group 1, Census Tract 19, Fayette County, Kentucky",25,25,0
1000000US210670019001012,210670019001012,"Block 1012, Block Group 1, Census Tract 19, Fayette County, Kentucky",9,9,0
1000000US210670019001013,210670019001013,"Block 1013, Block Group 1, Census Tract 19, Fayette County, Kentucky",0,0,0
1000000US210670019001014,210670019001014,"Block 1014, Block Group 1, Census Tract 19, Fayette County, Kentucky",186,169,17
1000000US210670019001015,210670019001015,"Block 1015, Block Group 1, Census Tract 19, Fayette County, Kentucky",12,12,0
1000000US210670019001016,210670019001016,"Block 1016, Block Group 1, Census Tract 19, Fayette County, Kentucky",26,26,0
1000000US210670020001000,210670020001000,"Block 1000, Block Group 1, Census Tract 20, Fayette County, Kentucky",17,16,1
1000000US210670020001001,210670020001001,"Block 1001, Block Group 1, Census Tract 20, Fayette County, Kentucky",250,238,12
1000000US210670020001002,210670020001002,"Block 1002, Block Group 1, Census Tract 20, Fayette County, Kentucky",34,34,0
1000000US210670020001003,210670020001003,"Block 1003, Block Group 1, Census Tract 20, Fayette County, Kentucky",36,36,0
1000000US210670020001004,210670020001004,"Block 1004, Block Group 1, Census Tract 20, Fayette County, Kentucky",31,30,1
1000000US210670020001005,210670020001005,"Block 1005, Block Group 1, Census Tract 20, Fayette County, Kentucky",33,31,2
1000000US210670020001006,210670020001006,"Block 1006, Block Group 1, Census Tract 20, Fayette County, Kentucky",28,27,1
1000000US210670020001007,210670020001007,"Block 1007, Block Group 1, Census Tract 20, Fayette County, Kentucky",48,44,4
1000000US210670020001008,210670020001008,"Block 1008, Block Group 1, Census Tract 20, Fayette County, Kentucky",53,51,2
1000000US210670020001009,210670020001009,"Block 1009, Block Group 1, Census Tract 20, Fayette County, Kentucky",230,221,9
1000000US210670020001010,210670020001010,"Block 1010, Block Group 1, Census Tract 20, Fayette County, Kentucky",32,30,2
1000000US210670020001011,210670020001011,"Block 1011, Block Group 1, Census Tract 20, Fayette County, Kentucky",182,170,12
1000000US210670020001012,210670020001012,"Block 1012, Block Group 1, Census Tract 20, Fayette County, Kentucky",211,200,11
1000000US210670020002000,210670020002000,"Block 2000, Block Group 2, Census Tract 20, Fayette County, Kentucky",53,52,1
1000000US210670020002001,210670020002001,"Block 2001, Block Group 2, Census Tract 20, Fayette County, Kentucky",37,37,0
1000000US210670020002002,210670020002002,"Block 2002, Block Group 2, Census Tract 20, Fayette County, Kentucky",29,29,0
1000000US210670020002003,210670020002003,"Block 2003, Block Group 2, Census Tract 20, Fayette County, Kentucky",48,45,3
1000000US210670020002004,210670020002004,"Block 2004, Block Group 2, Census Tract 20, Fayette County, Kentucky",13,13,0
1000000US210670020002005,210670020002005,"Block 2005, Block Group 2, Census Tract 20, Fayette County, Kentucky",108,104,4
1000000US210670020002006,210670020002006,"Block 2006, Block Group 2, Census Tract 20, Fayette County, Kentucky",38,31,7
1000000US210670020002007,210670020002007,"Block 2007, Block Group 2, Census Tract 20, Fayette County, Kentucky",448,400,48
1000000US210670020002008,210670020002008,"Block 2008, Block Group 2, Census Tract 20, Fayette County, Kentucky",342,311,31
1000000US210670020002009,210670020002009,"Block 2009, Block Group 2, Census Tract 20, Fayette County, Kentucky",32,29,3
1000000US210670020002010,210670020002010,"Block 2010, Block Group 2, Census Tract 20, Fayette County, Kentucky",41,41,0
1000000US210670020002011,210670020002011,"Block 2011, Block Group 2, Census Tract 20, Fayette County, Kentucky",47,46,1
1000000US210670020002012,210670020002012,"Block 2012, Block Group 2, Census Tract 20, Fayette County, Kentucky",48,47,1
1000000US210670020002013,210670020002013,"Block 2013, Block Group 2, Census Tract 20, Fayette County, Kentucky",50,46,4
1000000US210670020002014,210670020002014,"Block 2014, Block Group 2, Census Tract 20, Fayette County, Kentucky",0,0,0
1000000US210670020002015,210670020002015,"Block 2015, Block Group 2, Census Tract 20, Fayette County, Kentucky",153,149,4
1000000US210670020002016,210670020002016,"Block 2016, Block Group 2, Census Tract 20, Fayette County, Kentucky",0,0,0
1000000US210670020002017,210670020002017,"Block 2017, Block Group 2, Census Tract 20, Fayette County, Kentucky",2,2,0
1000000US210670020002018,210670020002018,"Block 2018, Block Group 2, Census Tract 20, Fayette County, Kentucky",152,138,14
1000000US210670020003000,210670020003000,"Block 3000, Block Group 3, Census Tract 20, Fayette County, Kentucky",0,0,0
1000000US210670020003001,210670020003001,"Block 3001, Block Group 3, Census Tract 20, Fayette County, Kentucky",89,87,2
1000000US210670020003002,210670020003002,"Block 3002, Block Group 3, Census Tract 20, Fayette County, Kentucky",25,24,1
1000000US210670020003003,210670020003003,"Block 3003, Block Group 3, Census Tract 20, Fayette County, Kentucky",40,39,1
1000000US210670020003004,210670020003004,"Block 3004, Block Group 3, Census Tract 20, Fayette County, Kentucky",1,1,0
1000000US210670020003005,210670020003005,"Block 3005, Block Group 3, Census Tract 20, Fayette County, Kentucky",37,37,0
1000000US210670020003006,210670020003006,"Block 3006, Block Group 3, Census Tract 20, Fayette County, Kentucky",14,9,5
1000000US210670020003007,210670020003007,"Block 3007, Block Group 3, Census Tract 20, Fayette County, Kentucky",111,108,3
1000000US210670020003008,210670020003008,"Block 3008, Block Group 3, Census Tract 20, Fayette County, Kentucky",18,18,0
1000000US210670020003009,210670020003009,"Block 3009, Block Group 3, Census Tract 20, Fayette County, Kentucky",19,18,1
1000000US210670020003010,210670020003010,"Block 3010, Block Group 3, Census Tract 20, Fayette County, Kentucky",38,37,1
1000000US210670020003011,210670020003011,"Block 3011, Block Group 3, Census Tract 20, Fayette County, Kentucky",36,36,0
1000000US210670020003012,210670020003012,"Block 3012, Block Group 3, Census Tract 20, Fayette County, Kentucky",143,135,8
1000000US210670020003013,210670020003013,"Block 3013, Block Group 3, Census Tract 20, Fayette County, Kentucky",27,25,2
1000000US210670020003014,210670020003014,"Block 3014, Block Group 3, Census Tract 20, Fayette County, Kentucky",1,1,0
1000000US210670020003015,210670020003015,"Block 3015, Block Group 3, Census Tract 20, Fayette County, Kentucky",5,2,3
1000000US210670021001000,210670021001000,"Block 1000, Block Group 1, Census Tract 21, Fayette County, Kentucky",16,16,0
1000000US210670021001001,210670021001001,"Block 1001, Block Group 1, Census Tract 21, Fayette County, Kentucky",1,0,1
1000000US210670021001002,210670021001002,"Block 1002, Block Group 1, Census Tract 21, Fayette County, Kentucky",0,0,0
1000000US210670021001003,210670021001003,"Block 1003, Block Group 1, Census Tract 21, Fayette County, Kentucky",2,2,0
1000000US210670021001004,210670021001004,"Block 1004, Block Group 1, Census Tract 21, Fayette County, Kentucky",0,0,0
1000000US210670021001005,210670021001005,"Block 1005, Block Group 1, Census Tract 21, Fayette County, Kentucky",0,0,0
1000000US210670022001000,210670022001000,"Block 1000, Block Group 1, Census Tract 22, Fayette County, Kentucky",31,30,1
1000000US210670022001001,210670022001001,"Block 1001, Block Group 1, Census Tract 22, Fayette County, Kentucky",31,31,0
